Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aérea;Pernambuco;Holanda;Fevereiro;2026;119
Aérea;Alagoas;Holanda;Fevereiro;2026;5
Aérea;Bahia;Holanda;Fevereiro;2026;3
Aérea;Bahia;Holanda;Fevereiro;2026;630
Aérea;Minas Gerais;Holanda;Fevereiro;2026;39
Aérea;Rio de Janeiro;Holanda;Fevereiro;2026;1
Aérea;Rio de Janeiro;Holanda;Fevereiro;2026;2557
Aérea;São Paulo;Holanda;Fevereiro;2026;70
Aérea;São Paulo;Holanda;Fevereiro;2026;3279
Aérea;Paraná;Holanda;Fevereiro;2026;7
Aérea;Paraná;Holanda;Fevereiro;2026;10
Aérea;Santa Catarina;Holanda;Fevereiro;2026;55
Aérea;Rio Grande do Sul;Holanda;Fevereiro;2026;36
Aérea;Distrito Federal;Holanda;Fevereiro;2026;43
Terrestre;Acre;Holanda;Fevereiro;2026;2
Terrestre;Amazonas;Holanda;Fevereiro;2026;2
Terrestre;Amapá;Holanda;Fevereiro;2026;10
Terrestre;Paraná;Holanda;Fevereiro;2026;39
Terrestre;Paraná;Holanda;Fevereiro;2026;399
Terrestre;Rio Grande do Sul;Holanda;Fevereiro;2026;1
Terrestre;Rio Grande do Sul;Holanda;Fevereiro;2026;8
Terrestre;Rio Grande do Sul;Holanda;Fevereiro;2026;2
Terrestre;Rio Grande do Sul;Holanda;Fevereiro;2026;1
Terrestre;Mato Grosso do Sul;Holanda;Fevereiro;2026;6
Marítima;Ceará;Holanda;Fevereiro;2026;1
Marítima;Paraíba;Holanda;Fevereiro;2026;1
Marítima;Pernambuco;Holanda;Fevereiro;2026;2
Marítima;Pernambuco;Holanda;Fevereiro;2026;8
Marítima;Bahia;Holanda;Fevereiro;2026;8
Marítima;Espírito Santo;Holanda;Fevereiro;2026;1
Marítima;Rio de Janeiro;Holanda;Fevereiro;2026;30
Marítima;São Paulo;Holanda;Fevereiro;2026;5
Marítima;Santa Catarina;Holanda;Fevereiro;2026;19
Marítima;Santa Catarina;Holanda;Fevereiro;2026;1
Marítima;Santa Catarina;Holanda;Fevereiro;2026;1
Marítima;Rio Grande do Sul;Holanda;Fevereiro;2026;9
Fluvial;Amazonas;Holanda;Fevereiro;2026;1
Aérea;Ceará;Honduras;Fevereiro;2026;2
Aérea;Pernambuco;Honduras;Fevereiro;2026;1
Aérea;Bahia;Honduras;Fevereiro;2026;1
Aérea;Minas Gerais;Honduras;Fevereiro;2026;2
Aérea;Rio de Janeiro;Honduras;Fevereiro;2026;100
Aérea;São Paulo;Honduras;Fevereiro;2026;2
Aérea;São Paulo;Honduras;Fevereiro;2026;113
Aérea;Santa Catarina;Honduras;Fevereiro;2026;6
Aérea;Rio Grande do Sul;Honduras;Fevereiro;2026;7
Aérea;Distrito Federal;Honduras;Fevereiro;2026;6
Terrestre;Paraná;Honduras;Fevereiro;2026;3
Terrestre;Rio Grande do Sul;Honduras;Fevereiro;2026;3
Terrestre;Rio Grande do Sul;Honduras;Fevereiro;2026;1
Marítima;Rio de Janeiro;Honduras;Fevereiro;2026;24
Marítima;Santa Catarina;Honduras;Fevereiro;2026;2
Marítima;Santa Catarina;Honduras;Fevereiro;2026;4
Aérea;Amazonas;Hungria;Fevereiro;2026;7
Aérea;Pará;Hungria;Fevereiro;2026;2
Aérea;Ceará;Hungria;Fevereiro;2026;15
Aérea;Rio Grande do Norte;Hungria;Fevereiro;2026;2
Aérea;Pernambuco;Hungria;Fevereiro;2026;10
Aérea;Bahia;Hungria;Fevereiro;2026;7
Aérea;Minas Gerais;Hungria;Fevereiro;2026;5
Aérea;Rio de Janeiro;Hungria;Fevereiro;2026;873
Aérea;São Paulo;Hungria;Fevereiro;2026;10
Aérea;São Paulo;Hungria;Fevereiro;2026;482
Aérea;Paraná;Hungria;Fevereiro;2026;1
Aérea;Santa Catarina;Hungria;Fevereiro;2026;7
Aérea;Rio Grande do Sul;Hungria;Fevereiro;2026;1
Aérea;Distrito Federal;Hungria;Fevereiro;2026;1
Terrestre;Paraná;Hungria;Fevereiro;2026;3
Terrestre;Paraná;Hungria;Fevereiro;2026;157
Terrestre;Rio Grande do Sul;Hungria;Fevereiro;2026;2
Terrestre;Rio Grande do Sul;Hungria;Fevereiro;2026;1
Terrestre;Mato Grosso do Sul;Hungria;Fevereiro;2026;1
Marítima;Ceará;Hungria;Fevereiro;2026;4
Marítima;Rio de Janeiro;Hungria;Fevereiro;2026;6
Marítima;Santa Catarina;Hungria;Fevereiro;2026;3
Aérea;Pará;Indonésia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Indonésia;Fevereiro;2026;42
Aérea;São Paulo;Indonésia;Fevereiro;2026;194
Aérea;Distrito Federal;Indonésia;Fevereiro;2026;1
Terrestre;Paraná;Indonésia;Fevereiro;2026;2
Terrestre;Paraná;Indonésia;Fevereiro;2026;2
Marítima;Pernambuco;Indonésia;Fevereiro;2026;2
Marítima;Rio de Janeiro;Indonésia;Fevereiro;2026;1
Marítima;Rio de Janeiro;Indonésia;Fevereiro;2026;4
Marítima;São Paulo;Indonésia;Fevereiro;2026;1
Marítima;Santa Catarina;Indonésia;Fevereiro;2026;6
Marítima;Santa Catarina;Indonésia;Fevereiro;2026;4
Aérea;São Paulo;Iraque;Fevereiro;2026;14
Aérea;Amazonas;Irlanda;Fevereiro;2026;5
Aérea;Pará;Irlanda;Fevereiro;2026;5
Aérea;Ceará;Irlanda;Fevereiro;2026;28
Aérea;Rio Grande do Norte;Irlanda;Fevereiro;2026;14
Aérea;Paraíba;Irlanda;Fevereiro;2026;1
Aérea;Pernambuco;Irlanda;Fevereiro;2026;47
Aérea;Bahia;Irlanda;Fevereiro;2026;64
Aérea;Minas Gerais;Irlanda;Fevereiro;2026;29
Aérea;Rio de Janeiro;Irlanda;Fevereiro;2026;1970
Aérea;São Paulo;Irlanda;Fevereiro;2026;55
Aérea;São Paulo;Irlanda;Fevereiro;2026;4864
Aérea;Paraná;Irlanda;Fevereiro;2026;7
Aérea;Santa Catarina;Irlanda;Fevereiro;2026;31
Aérea;Rio Grande do Sul;Irlanda;Fevereiro;2026;16
Aérea;Distrito Federal;Irlanda;Fevereiro;2026;39
Terrestre;Acre;Irlanda;Fevereiro;2026;2
Terrestre;Amazonas;Irlanda;Fevereiro;2026;1
Terrestre;Paraná;Irlanda;Fevereiro;2026;11
Terrestre;Paraná;Irlanda;Fevereiro;2026;133
Terrestre;Rio Grande do Sul;Irlanda;Fevereiro;2026;4
Terrestre;Rio Grande do Sul;Irlanda;Fevereiro;2026;1
Terrestre;Mato Grosso do Sul;Irlanda;Fevereiro;2026;2
Marítima;Pernambuco;Irlanda;Fevereiro;2026;1
Marítima;Bahia;Irlanda;Fevereiro;2026;13
Marítima;Espírito Santo;Irlanda;Fevereiro;2026;1
Marítima;Rio de Janeiro;Irlanda;Fevereiro;2026;11
Marítima;São Paulo;Irlanda;Fevereiro;2026;3
Marítima;Santa Catarina;Irlanda;Fevereiro;2026;3
Marítima;Rio Grande do Sul;Irlanda;Fevereiro;2026;6
Aérea;Pernambuco;Irã;Fevereiro;2026;1
Aérea;Rio de Janeiro;Irã;Fevereiro;2026;20
Aérea;São Paulo;Irã;Fevereiro;2026;2
Aérea;São Paulo;Irã;Fevereiro;2026;446
Aérea;Santa Catarina;Irã;Fevereiro;2026;1
Aérea;Amazonas;Islândia;Fevereiro;2026;1
Aérea;Rio Grande do Norte;Islândia;Fevereiro;2026;1
Aérea;Pernambuco;Islândia;Fevereiro;2026;1
Aérea;Minas Gerais;Islândia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Islândia;Fevereiro;2026;331
Aérea;São Paulo;Islândia;Fevereiro;2026;14
Aérea;Santa Catarina;Islândia;Fevereiro;2026;3
Marítima;São Paulo;Islândia;Fevereiro;2026;1
Aérea;Amazonas;Israel;Fevereiro;2026;2
Aérea;Pará;Israel;Fevereiro;2026;4
Aérea;Ceará;Israel;Fevereiro;2026;11
Aérea;Rio Grande do Norte;Israel;Fevereiro;2026;2
Aérea;Pernambuco;Israel;Fevereiro;2026;27
Aérea;Bahia;Israel;Fevereiro;2026;1
Aérea;Bahia;Israel;Fevereiro;2026;439
Aérea;Minas Gerais;Israel;Fevereiro;2026;6
Aérea;Rio de Janeiro;Israel;Fevereiro;2026;3542
Aérea;São Paulo;Israel;Fevereiro;2026;12
Aérea;São Paulo;Israel;Fevereiro;2026;4372
Aérea;Paraná;Israel;Fevereiro;2026;22
Aérea;Paraná;Israel;Fevereiro;2026;5
Aérea;Santa Catarina;Israel;Fevereiro;2026;265
Aérea;Rio Grande do Sul;Israel;Fevereiro;2026;11
Aérea;Distrito Federal;Israel;Fevereiro;2026;38
Terrestre;Acre;Israel;Fevereiro;2026;2
Terrestre;Paraná;Israel;Fevereiro;2026;12
Terrestre;Paraná;Israel;Fevereiro;2026;2060
Terrestre;Rio Grande do Sul;Israel;Fevereiro;2026;3
Terrestre;Rio Grande do Sul;Israel;Fevereiro;2026;2
Terrestre;Mato Grosso do Sul;Israel;Fevereiro;2026;11
Terrestre;Mato Grosso do Sul;Israel;Fevereiro;2026;1
Marítima;Rio de Janeiro;Israel;Fevereiro;2026;15
Marítima;São Paulo;Israel;Fevereiro;2026;6
Marítima;Santa Catarina;Israel;Fevereiro;2026;1
Marítima;Rio Grande do Sul;Israel;Fevereiro;2026;2
Aérea;Amazonas;Itália;Fevereiro;2026;34
Aérea;Roraima;Itália;Fevereiro;2026;1
Aérea;Pará;Itália;Fevereiro;2026;28
Aérea;Ceará;Itália;Fevereiro;2026;671
Aérea;Rio Grande do Norte;Itália;Fevereiro;2026;291
Aérea;Pernambuco;Itália;Fevereiro;2026;591
Aérea;Alagoas;Itália;Fevereiro;2026;58
Aérea;Bahia;Itália;Fevereiro;2026;14
Aérea;Bahia;Itália;Fevereiro;2026;1142
Aérea;Minas Gerais;Itália;Fevereiro;2026;441
Aérea;Rio de Janeiro;Itália;Fevereiro;2026;1
Aérea;Rio de Janeiro;Itália;Fevereiro;2026;4544
Aérea;São Paulo;Itália;Fevereiro;2026;129
Aérea;São Paulo;Itália;Fevereiro;2026;12419
Aérea;São Paulo;Itália;Fevereiro;2026;2
Aérea;São Paulo;Itália;Fevereiro;2026;1
Aérea;Paraná;Itália;Fevereiro;2026;5
Aérea;Paraná;Itália;Fevereiro;2026;18
Aérea;Santa Catarina;Itália;Fevereiro;2026;276
Aérea;Rio Grande do Sul;Itália;Fevereiro;2026;50
Aérea;Distrito Federal;Itália;Fevereiro;2026;63
Terrestre;Acre;Itália;Fevereiro;2026;1
Terrestre;Amazonas;Itália;Fevereiro;2026;9
Terrestre;Roraima;Itália;Fevereiro;2026;1
Terrestre;Roraima;Itália;Fevereiro;2026;6
Terrestre;Amapá;Itália;Fevereiro;2026;4
Terrestre;Paraná;Itália;Fevereiro;2026;67
Terrestre;Paraná;Itália;Fevereiro;2026;756
Terrestre;Paraná;Itália;Fevereiro;2026;1
Terrestre;Santa Catarina;Itália;Fevereiro;2026;5
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;19
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;26
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;2
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;17
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;7
Terrestre;Rio Grande do Sul;Itália;Fevereiro;2026;21
Terrestre;Mato Grosso do Sul;Itália;Fevereiro;2026;4
Terrestre;Mato Grosso do Sul;Itália;Fevereiro;2026;2
Marítima;Pernambuco;Itália;Fevereiro;2026;2
Marítima;Pernambuco;Itália;Fevereiro;2026;2
Marítima;Bahia;Itália;Fevereiro;2026;3
Marítima;Rio de Janeiro;Itália;Fevereiro;2026;113
Marítima;São Paulo;Itália;Fevereiro;2026;40
Marítima;São Paulo;Itália;Fevereiro;2026;1
Marítima;Santa Catarina;Itália;Fevereiro;2026;87
Marítima;Santa Catarina;Itália;Fevereiro;2026;43
Marítima;Santa Catarina;Itália;Fevereiro;2026;1
Marítima;Rio Grande do Sul;Itália;Fevereiro;2026;3
Aérea;São Paulo;Iêmen;Fevereiro;2026;9
Aérea;Amazonas;Jamaica;Fevereiro;2026;2
Aérea;Pará;Jamaica;Fevereiro;2026;1
Aérea;Bahia;Jamaica;Fevereiro;2026;2
Aérea;Rio de Janeiro;Jamaica;Fevereiro;2026;38
Aérea;São Paulo;Jamaica;Fevereiro;2026;42
Aérea;Distrito Federal;Jamaica;Fevereiro;2026;5
Aérea;Amazonas;Japão;Fevereiro;2026;26
Aérea;Pará;Japão;Fevereiro;2026;5
Aérea;Ceará;Japão;Fevereiro;2026;2
Aérea;Rio Grande do Norte;Japão;Fevereiro;2026;2
Aérea;Pernambuco;Japão;Fevereiro;2026;2
Aérea;Alagoas;Japão;Fevereiro;2026;2
Aérea;Bahia;Japão;Fevereiro;2026;11
Aérea;Minas Gerais;Japão;Fevereiro;2026;6
Aérea;Rio de Janeiro;Japão;Fevereiro;2026;798
Aérea;São Paulo;Japão;Fevereiro;2026;15
Aérea;São Paulo;Japão;Fevereiro;2026;9022
Aérea;Paraná;Japão;Fevereiro;2026;5
Aérea;Paraná;Japão;Fevereiro;2026;8
Aérea;Santa Catarina;Japão;Fevereiro;2026;11
Aérea;Rio Grande do Sul;Japão;Fevereiro;2026;4
Aérea;Distrito Federal;Japão;Fevereiro;2026;10
Terrestre;Acre;Japão;Fevereiro;2026;2
Terrestre;Amazonas;Japão;Fevereiro;2026;3
Terrestre;Roraima;Japão;Fevereiro;2026;2
Terrestre;Roraima;Japão;Fevereiro;2026;2
Terrestre;Paraná;Japão;Fevereiro;2026;111
Terrestre;Paraná;Japão;Fevereiro;2026;489
Terrestre;Santa Catarina;Japão;Fevereiro;2026;3
Terrestre;Rio Grande do Sul;Japão;Fevereiro;2026;5
Terrestre;Rio Grande do Sul;Japão;Fevereiro;2026;1
Terrestre;Mato Grosso do Sul;Japão;Fevereiro;2026;2
Terrestre;Mato Grosso do Sul;Japão;Fevereiro;2026;2
Marítima;Rio de Janeiro;Japão;Fevereiro;2026;45
Marítima;São Paulo;Japão;Fevereiro;2026;913
Aérea;Amazonas;Jordânia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Jordânia;Fevereiro;2026;5
Aérea;São Paulo;Jordânia;Fevereiro;2026;16
Aérea;Distrito Federal;Jordânia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Kuwait;Fevereiro;2026;7
Aérea;São Paulo;Kuwait;Fevereiro;2026;22
Terrestre;Paraná;Kuwait;Fevereiro;2026;1
Aérea;Rio de Janeiro;Laos;Fevereiro;2026;1
Aérea;São Paulo;Lesoto;Fevereiro;2026;2
Aérea;Ceará;Letônia;Fevereiro;2026;12
Aérea;Pernambuco;Letônia;Fevereiro;2026;4
Aérea;Bahia;Letônia;Fevereiro;2026;4
Aérea;Rio de Janeiro;Letônia;Fevereiro;2026;71
Aérea;São Paulo;Letônia;Fevereiro;2026;1
Aérea;São Paulo;Letônia;Fevereiro;2026;84
Aérea;Santa Catarina;Letônia;Fevereiro;2026;1
Aérea;Rio Grande do Sul;Letônia;Fevereiro;2026;2
Aérea;Distrito Federal;Letônia;Fevereiro;2026;5
Terrestre;Paraná;Letônia;Fevereiro;2026;2
Terrestre;Paraná;Letônia;Fevereiro;2026;6
Terrestre;Rio Grande do Sul;Letônia;Fevereiro;2026;1
Terrestre;Mato Grosso do Sul;Letônia;Fevereiro;2026;1
Marítima;Rio de Janeiro;Letônia;Fevereiro;2026;2
Aérea;Rio de Janeiro;Libéria;Fevereiro;2026;1
Aérea;São Paulo;Libéria;Fevereiro;2026;2
Aérea;Ceará;Liechtenstein;Fevereiro;2026;3
Aérea;Bahia;Liechtenstein;Fevereiro;2026;4
Aérea;Minas Gerais;Liechtenstein;Fevereiro;2026;1
Aérea;Rio de Janeiro;Liechtenstein;Fevereiro;2026;2
Aérea;São Paulo;Liechtenstein;Fevereiro;2026;7
Aérea;Amazonas;Lituânia;Fevereiro;2026;3
Aérea;Ceará;Lituânia;Fevereiro;2026;4
Aérea;Rio Grande do Norte;Lituânia;Fevereiro;2026;1
Aérea;Pernambuco;Lituânia;Fevereiro;2026;5
Aérea;Bahia;Lituânia;Fevereiro;2026;3
Aérea;Minas Gerais;Lituânia;Fevereiro;2026;2
Aérea;Rio de Janeiro;Lituânia;Fevereiro;2026;127
Aérea;São Paulo;Lituânia;Fevereiro;2026;11
Aérea;São Paulo;Lituânia;Fevereiro;2026;203
Aérea;Santa Catarina;Lituânia;Fevereiro;2026;2
Aérea;Rio Grande do Sul;Lituânia;Fevereiro;2026;3
Aérea;Distrito Federal;Lituânia;Fevereiro;2026;1
Terrestre;Paraná;Lituânia;Fevereiro;2026;2
Terrestre;Paraná;Lituânia;Fevereiro;2026;30
Marítima;São Paulo;Lituânia;Fevereiro;2026;1
Aérea;Ceará;Luxemburgo;Fevereiro;2026;1
Aérea;Rio Grande do Norte;Luxemburgo;Fevereiro;2026;12
Aérea;Pernambuco;Luxemburgo;Fevereiro;2026;3
Aérea;Bahia;Luxemburgo;Fevereiro;2026;23
Aérea;Rio de Janeiro;Luxemburgo;Fevereiro;2026;140
Aérea;São Paulo;Luxemburgo;Fevereiro;2026;5
Aérea;São Paulo;Luxemburgo;Fevereiro;2026;205
Aérea;Santa Catarina;Luxemburgo;Fevereiro;2026;1
Aérea;Distrito Federal;Luxemburgo;Fevereiro;2026;2
Terrestre;Acre;Luxemburgo;Fevereiro;2026;2
Terrestre;Amazonas;Luxemburgo;Fevereiro;2026;1
Terrestre;Paraná;Luxemburgo;Fevereiro;2026;5
Terrestre;Rio Grande do Sul;Luxemburgo;Fevereiro;2026;1
Marítima;Ceará;Luxemburgo;Fevereiro;2026;4
Marítima;Santa Catarina;Luxemburgo;Fevereiro;2026;2
Marítima;Santa Catarina;Luxemburgo;Fevereiro;2026;3
Marítima;Rio Grande do Sul;Luxemburgo;Fevereiro;2026;1
Aérea;Pernambuco;Líbano;Fevereiro;2026;2
Aérea;Rio de Janeiro;Líbano;Fevereiro;2026;36
Aérea;São Paulo;Líbano;Fevereiro;2026;206
Aérea;Paraná;Líbano;Fevereiro;2026;2
Aérea;Rio Grande do Sul;Líbano;Fevereiro;2026;1
Terrestre;Roraima;Líbano;Fevereiro;2026;1
Terrestre;Paraná;Líbano;Fevereiro;2026;3
Marítima;Rio de Janeiro;Líbano;Fevereiro;2026;1
Aérea;São Paulo;Líbia;Fevereiro;2026;3
Aérea;Rio de Janeiro;Macedônia;Fevereiro;2026;16
Aérea;São Paulo;Macedônia;Fevereiro;2026;2
Aérea;São Paulo;Macedônia;Fevereiro;2026;51
Terrestre;Paraná;Macedônia;Fevereiro;2026;1
Marítima;Rio de Janeiro;Macedônia;Fevereiro;2026;1
Aérea;Minas Gerais;Madagascar;Fevereiro;2026;1
Aérea;Rio de Janeiro;Madagascar;Fevereiro;2026;2
Aérea;São Paulo;Madagascar;Fevereiro;2026;3
Marítima;Rio de Janeiro;Madagascar;Fevereiro;2026;2
Aérea;São Paulo;Malauí;Fevereiro;2026;22
Aérea;Rio de Janeiro;Mali;Fevereiro;2026;1
Aérea;São Paulo;Mali;Fevereiro;2026;14
Aérea;Amazonas;Malta;Fevereiro;2026;5
Aérea;Bahia;Malta;Fevereiro;2026;4
Aérea;Rio de Janeiro;Malta;Fevereiro;2026;67
Aérea;São Paulo;Malta;Fevereiro;2026;1
Aérea;São Paulo;Malta;Fevereiro;2026;180
Aérea;Santa Catarina;Malta;Fevereiro;2026;1
Aérea;Santa Catarina;Malta;Fevereiro;2026;1
Terrestre;Paraná;Malta;Fevereiro;2026;2
Terrestre;Paraná;Malta;Fevereiro;2026;25
Aérea;Pará;Malásia;Fevereiro;2026;1
Aérea;Rio Grande do Norte;Malásia;Fevereiro;2026;1
Aérea;Bahia;Malásia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Malásia;Fevereiro;2026;69
Aérea;São Paulo;Malásia;Fevereiro;2026;2
Aérea;São Paulo;Malásia;Fevereiro;2026;66
Aérea;Paraná;Malásia;Fevereiro;2026;1
Aérea;Rio Grande do Sul;Malásia;Fevereiro;2026;1
Aérea;Distrito Federal;Malásia;Fevereiro;2026;4
Terrestre;Paraná;Malásia;Fevereiro;2026;40
Marítima;Rio de Janeiro;Malásia;Fevereiro;2026;8
Marítima;Rio de Janeiro;Malásia;Fevereiro;2026;1
Marítima;São Paulo;Malásia;Fevereiro;2026;50
Aérea;Amazonas;Marrocos;Fevereiro;2026;2
Aérea;Pará;Marrocos;Fevereiro;2026;4
Aérea;Ceará;Marrocos;Fevereiro;2026;5
Aérea;Rio Grande do Norte;Marrocos;Fevereiro;2026;1
Aérea;Pernambuco;Marrocos;Fevereiro;2026;3
Aérea;Bahia;Marrocos;Fevereiro;2026;8
Aérea;Minas Gerais;Marrocos;Fevereiro;2026;1
Aérea;Rio de Janeiro;Marrocos;Fevereiro;2026;80
Aérea;São Paulo;Marrocos;Fevereiro;2026;11
Aérea;São Paulo;Marrocos;Fevereiro;2026;516
Aérea;Paraná;Marrocos;Fevereiro;2026;5
Aérea;Santa Catarina;Marrocos;Fevereiro;2026;1
Aérea;Rio Grande do Sul;Marrocos;Fevereiro;2026;1
Terrestre;Amapá;Marrocos;Fevereiro;2026;2
Terrestre;Paraná;Marrocos;Fevereiro;2026;2
Terrestre;Paraná;Marrocos;Fevereiro;2026;1
Terrestre;Rio Grande do Sul;Marrocos;Fevereiro;2026;2
Fluvial;Amapá;Marrocos;Fevereiro;2026;3
Aérea;São Paulo;Mauritânia;Fevereiro;2026;13
Aérea;Rio de Janeiro;Maurício;Fevereiro;2026;5
Aérea;São Paulo;Maurício;Fevereiro;2026;8
Terrestre;Paraná;Maurício;Fevereiro;2026;1
Marítima;Rio de Janeiro;Maurício;Fevereiro;2026;1
Aérea;São Paulo;Mianma;Fevereiro;2026;9
Marítima;Santa Catarina;Mianma;Fevereiro;2026;2
Aérea;Ceará;Moldávia;Fevereiro;2026;2
Aérea;Rio Grande do Norte;Moldávia;Fevereiro;2026;1
Aérea;Alagoas;Moldávia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Moldávia;Fevereiro;2026;14
Aérea;São Paulo;Moldávia;Fevereiro;2026;1
Aérea;São Paulo;Moldávia;Fevereiro;2026;15
Terrestre;Amapá;Moldávia;Fevereiro;2026;1
Terrestre;Paraná;Moldávia;Fevereiro;2026;2
Terrestre;Paraná;Moldávia;Fevereiro;2026;1
Aérea;Pernambuco;Mongólia;Fevereiro;2026;1
Aérea;Rio de Janeiro;Mongólia;Fevereiro;2026;5
Aérea;São Paulo;Mongólia;Fevereiro;2026;11
Terrestre;Paraná;Mongólia;Fevereiro;2026;12
Terrestre;Paraná;Mongólia;Fevereiro;2026;2
Aérea;Rio de Janeiro;Montenegro;Fevereiro;2026;10
Aérea;São Paulo;Montenegro;Fevereiro;2026;58
Terrestre;Paraná;Montenegro;Fevereiro;2026;3
Aérea;Rio de Janeiro;Moçambique;Fevereiro;2026;11
Aérea;São Paulo;Moçambique;Fevereiro;2026;389
Terrestre;Paraná;Moçambique;Fevereiro;2026;1
Aérea;Amazonas;México;Fevereiro;2026;49
Aérea;Pará;México;Fevereiro;2026;6
Aérea;Ceará;México;Fevereiro;2026;2
Aérea;Rio Grande do Norte;México;Fevereiro;2026;1
Aérea;Pernambuco;México;Fevereiro;2026;2
Aérea;Alagoas;México;Fevereiro;2026;2
Aérea;Bahia;México;Fevereiro;2026;2
Aérea;Bahia;México;Fevereiro;2026;82
Aérea;Minas Gerais;México;Fevereiro;2026;24
Aérea;Rio de Janeiro;México;Fevereiro;2026;1
Aérea;Rio de Janeiro;México;Fevereiro;2026;2818
Aérea;São Paulo;México;Fevereiro;2026;5
Aérea;São Paulo;México;Fevereiro;2026;9091
Aérea;São Paulo;México;Fevereiro;2026;1
Aérea;Paraná;México;Fevereiro;2026;20
Aérea;Santa Catarina;México;Fevereiro;2026;76
Aérea;Rio Grande do Sul;México;Fevereiro;2026;85
Aérea;Distrito Federal;México;Fevereiro;2026;158
Terrestre;Rondônia;México;Fevereiro;2026;1
Terrestre;Acre;México;Fevereiro;2026;3
Terrestre;Amazonas;México;Fevereiro;2026;5
Terrestre;Roraima;México;Fevereiro;2026;1
Terrestre;Paraná;México;Fevereiro;2026;25
Terrestre;Paraná;México;Fevereiro;2026;361
Terrestre;Santa Catarina;México;Fevereiro;2026;1
Terrestre;Rio Grande do Sul;México;Fevereiro;2026;8
Terrestre;Rio Grande do Sul;México;Fevereiro;2026;4
Terrestre;Rio Grande do Sul;México;Fevereiro;2026;11
Terrestre;Rio Grande do Sul;México;Fevereiro;2026;3
Terrestre;Rio Grande do Sul;México;Fevereiro;2026;4
Terrestre;Mato Grosso do Sul;México;Fevereiro;2026;22
Terrestre;Mato Grosso do Sul;México;Fevereiro;2026;29
Marítima;Bahia;México;Fevereiro;2026;1
Marítima;Rio de Janeiro;México;Fevereiro;2026;33
Marítima;São Paulo;México;Fevereiro;2026;69
Marítima;Santa Catarina;México;Fevereiro;2026;36
Marítima;Santa Catarina;México;Fevereiro;2026;9
Marítima;Rio Grande do Sul;México;Fevereiro;2026;3
Aérea;Ceará;Mônaco;Fevereiro;2026;3
Aérea;Rio de Janeiro;Mônaco;Fevereiro;2026;3
Aérea;São Paulo;Mônaco;Fevereiro;2026;1
Aérea;Rio de Janeiro;Namíbia;Fevereiro;2026;6
Aérea;São Paulo;Namíbia;Fevereiro;2026;22
Marítima;Rio de Janeiro;Namíbia;Fevereiro;2026;1
Aérea;Bahia;Nepal;Fevereiro;2026;1
Aérea;Rio de Janeiro;Nepal;Fevereiro;2026;3
Aérea;São Paulo;Nepal;Fevereiro;2026;5
Aérea;Bahia;Nicarágua;Fevereiro;2026;2
Aérea;Minas Gerais;Nicarágua;Fevereiro;2026;3
Aérea;Rio de Janeiro;Nicarágua;Fevereiro;2026;54
Aérea;São Paulo;Nicarágua;Fevereiro;2026;1
Aérea;São Paulo;Nicarágua;Fevereiro;2026;104
Aérea;Santa Catarina;Nicarágua;Fevereiro;2026;2
Aérea;Rio Grande do Sul;Nicarágua;Fevereiro;2026;1
Aérea;Distrito Federal;Nicarágua;Fevereiro;2026;2
Terrestre;Amapá;Nicarágua;Fevereiro;2026;1
Terrestre;Paraná;Nicarágua;Fevereiro;2026;2
Terrestre;Paraná;Nicarágua;Fevereiro;2026;4
Terrestre;Rio Grande do Sul;Nicarágua;Fevereiro;2026;3
Marítima;Rio de Janeiro;Nicarágua;Fevereiro;2026;4
Aérea;Ceará;Nigéria;Fevereiro;2026;1
Aérea;Bahia;Nigéria;Fevereiro;2026;4
Aérea;Rio de Janeiro;Nigéria;Fevereiro;2026;27
Aérea;São Paulo;Nigéria;Fevereiro;2026;160
Marítima;Alagoas;Nigéria;Fevereiro;2026;1
Marítima;Santa Catarina;Nigéria;Fevereiro;2026;1
Aérea;Amazonas;Noruega;Fevereiro;2026;5
Aérea;Pará;Noruega;Fevereiro;2026;7
Aérea;Ceará;Noruega;Fevereiro;2026;216
Aérea;Rio Grande do Norte;Noruega;Fevereiro;2026;158
Aérea;Pernambuco;Noruega;Fevereiro;2026;38
Aérea;Alagoas;Noruega;Fevereiro;2026;1
Aérea;Bahia;Noruega;Fevereiro;2026;23
Aérea;Minas Gerais;Noruega;Fevereiro;2026;15
Aérea;Rio de Janeiro;Noruega;Fevereiro;2026;756
Aérea;São Paulo;Noruega;Fevereiro;2026;22
Aérea;São Paulo;Noruega;Fevereiro;2026;653
Aérea;Paraná;Noruega;Fevereiro;2026;2
Aérea;Santa Catarina;Noruega;Fevereiro;2026;28
Aérea;Rio Grande do Sul;Noruega;Fevereiro;2026;4
